ls_id,dec,ra,elat,elon,glat,glon,mjd_max,mjd_min,ref_id,brickid,blob_nea_g,blob_nea_r,blob_nea_z,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,dec_ivar,dered_flux_g,dered_flux_r,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_flux_z,dered_mag_g,dered_mag_r,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,dered_mag_z,ebv,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,flux_g,flux_ivar_g,flux_ivar_r,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,flux_ivar_z,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,fracflux_g,fracflux_r,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracflux_z,fracin_g,fracin_r,fracin_z,fracmasked_g,fracmasked_r,fracmasked_z,gaia_a_g_val,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_sigma5d_max,gaia_astrometric_weight_al,gaia_e_bp_min_rp_val,gaia_phot_bp_mean_flux_over_error,gaia_phot_bp_mean_mag,gaia_phot_bp_rp_excess_factor,gaia_phot_g_mean_flux_over_error,gaia_phot_g_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_phot_rp_mean_mag,galdepth_g,galdepth_r,galdepth_z,g_r,htm9,mag_g,mag_r,mag_w1,mag_w2,mag_w3,mag_w4,mag_z,mw_transmission_g,mw_transmission_r,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,mw_transmission_z,nea_g,nea_r,nea_z,nest4096,objid,parallax_ivar,parallax,pmdec_ivar,pmdec,pmra_ivar,pmra,psfdepth_g,psfdepth_r,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,psfdepth_z,psfsize_g,psfsize_r,psfsize_z,ra_ivar,random_id,rchisq_g,rchisq_r,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,rchisq_z,ref_epoch,ring256,r_z,sersic_ivar,sersic,shape_e1_ivar,shape_e1,shape_e2_ivar,shape_e2,shape_r_ivar,shape_r,snr_g,snr_r,snr_w1,snr_w2,snr_w3,snr_w4,snr_z,w1_w2,w2_w3,w3_w4,wise_x,wise_y,z_w1,allmask_g,allmask_r,allmask_z,anymask_g,anymask_r,anymask_z,brick_primary,fitbits,gaia_astrometric_n_good_obs_al,gaia_astrometric_n_obs_al,gaia_astrometric_params_solved,gaia_duplicated_source,gaia_phot_bp_n_obs,gaia_phot_g_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,maskbits,nobs_g,nobs_r,nobs_w1,nobs_w2,nobs_w3,nobs_w4,nobs_z,release,wisemask_w1,wisemask_w2,brickname,ref_cat,type,wise_coadd_id
9906618267664486,-8.426637006904096,189.597215686708,-3.947862591241008,192.1283373045698,54.30477804716621,297.3955552631504,58254.029835770736,57383.36374072668,0,282309,11.00705,11.428574,11.149494,3461.5403,2807.2817,4558.933,5427.2983,6268.468,6332.056,6332.7417,140131530000.0,2.500196,3.695092,1.874697,-1.688858,-16.676224,1170.1582,4.960475,21.505066,21.080936,21.817673,,,14.829389,20.761192,0.030037,0.835601,1.271317,1.752321,0.835601,1.271317,1.752321,2.287488,495.35345,251.50204,2.622118,0.516294,0.000775,1.1e-05,30.589653,3.480275,1.865179,-1.683587,-16.66511,1169.8636,4.797042,0.003216,0.007641,4.288386,5.244226,3.859885,0.974515,0.011222,0.998255,0.997745,0.997979,0.006558,0.006622,0.008677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.59906,432.52026,48.942684,0.455637,2634075,21.601603,21.145966,21.823198,,,14.829662,20.797565,0.914924,0.941864,0.994923,0.996879,0.999334,0.999748,0.967053,11.006602,11.427895,11.148811,104191366,102,0,0,0,0,0,0,1521.7091,791.3841,3.765097,0.629706,0.000772,1.1e-05,86.196754,1.350987,1.333035,1.32739,29374534000.0,3.970083,0.941169,0.97855,0.667968,1.177628,0.413894,0.089882,0.910242,0.0,450587,0.3484,0.0,1.0,2001.8698,-0.689322,2587.6074,-0.143407,1517.1632,1.310574,50.911568,55.19304,3.020275,-1.209717,-0.464034,3.827418,26.53144,,,,329.78793,267.37057,-1.025633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,177,157,14,14,3,9010,0,0,1897m085,,EXP,1899m091
9906618499666338,-7.772253437285589,2.984205130331753,-8.313809612654515,359.6254916244521,-68.49913574775124,95.31016593436736,58407.04027128074,57966.36206519074,0,285849,33.91722,33.96228,33.67178,641.6705,1493.6113,382.9811,588.2762,556.72864,589.7435,0.0,1914422000.0,1.420243,1.528092,2.240589,4.322431,-173.99344,-39.769936,2.213435,22.119093,22.039627,21.624094,20.91068,,,21.637333,0.03409,0.206886,0.23005,0.343359,0.206886,0.23005,0.343359,1.283916,232.99234,67.207306,2.348022,0.526175,0.000628,1e-05,14.404114,1.427669,2.227682,4.307122,-173.86183,-39.758575,2.130853,0.022982,0.026354,2.864077,1.39938,0.442257,18.832907,0.068758,0.973698,0.972878,0.97436,0.043595,0.045793,0.050819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.5949,241.5943,53.00929,0.115229,2098568,22.228659,22.11343,21.630367,20.914532,,,21.678616,0.904011,0.934282,0.994239,0.996458,0.999244,0.999714,0.962691,33.791374,33.822422,33.529922,70710976,4514,0,0,0,0,0,0,1184.7417,372.90463,3.879242,0.728825,0.000753,1.1e-05,79.59655,1.744201,1.645824,1.64364,1841624200.0,38.393536,0.966763,1.02709,1.224792,0.796099,0.703033,0.157443,0.902705,0.0,445960,0.434814,0.0,1.0,0.0,0.0,0.0,0.0,185.76804,1.571407,19.5978,11.704041,3.413534,3.124298,-4.358646,-0.12483,8.087174,0.715836,,,60.950745,142.63109,0.048248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,183,179,13,13,3,9010,0,0,0028m077,,REX,0030m076
9906618543966037,-7.656960865632589,173.2829225507254,-9.69240783433392,176.89706061896183,50.38165402894829,271.548144820287,58485.341071520736,57127.11668864259,0,286525,4.854249,4.43739,4.873555,2295.2644,3077.8804,560.6929,595.509,594.1044,596.9995,0.0,12820604000.0,0.56836,0.6884,1.099811,0.686269,-59.497852,-321.46896,0.891264,23.113441,22.905397,22.396706,22.908764,,,22.624985,0.038388,0.327692,0.411899,0.551576,0.327692,0.411899,0.551576,0.507307,1064.4849,557.2047,2.872914,0.61685,0.00076,1e-05,130.92017,0.637671,1.092679,0.683532,-59.447174,-321.36554,0.853908,0.000698,0.001278,2.725535,1.315296,0.436973,4.267174,0.004246,0.995534,0.995354,0.993167,0.011303,0.009877,0.013509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.93036,446.19382,101.49185,0.248314,2506587,23.236822,22.988508,22.403769,22.913103,,,22.671473,0.892581,0.926308,0.993515,0.996013,0.999148,0.999678,0.958086,4.853989,4.437243,4.873233,104564624,1877,0,0,0,0,0,0,1694.2567,852.0038,3.647938,0.674163,0.000761,9e-06,198.21938,1.212809,1.156465,1.199771,12990289000.0,3.484919,1.221097,0.966123,1.005289,0.413711,0.589362,0.084213,1.018155,0.0,445421,0.317036,0.0,1.0,0.0,0.0,0.0,0.0,943.50226,0.3069,16.551632,15.052342,1.852055,0.536845,-1.638334,-1.004967,9.770443,-0.509335,,,218.91959,292.99884,0.267704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,158,155,12,12,6,9010,0,0,1733m077,,REX,1738m076
9906618731071794,-7.183259471580776,172.3121082288353,-9.643699679581578,175.80980834956813,50.33687283894288,269.8678131092528,58485.341071520736,57127.11668864259,0,289380,14.308274,13.285323,13.228849,1929.9655,2716.5444,2269.8833,3151.01,3810.794,3899.5737,3902.6675,78774170000.0,2.431783,3.018686,2.534276,0.536473,-89.32059,-545.1363,3.748322,21.535189,21.300455,21.490366,23.17613,,,21.065409,0.042735,0.613116,0.793171,1.022571,0.613116,0.793171,1.022571,2.142816,413.74908,181.79646,2.434901,0.511778,0.000732,1.1e-05,45.38069,2.772104,2.515988,0.534092,-89.2359,-544.9411,3.573848,0.000796,0.000636,0.390909,2.455064,0.59229,1.633928,0.000622,0.991697,0.99244,0.991911,0.012066,0.011415,0.010894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.3723,410.27527,92.60642,0.27956,2506695,21.672537,21.392977,21.498228,23.18096,,,21.117159,0.881171,0.918315,0.992784,0.995562,0.999052,0.999642,0.953453,14.30628,13.283258,13.225378,104572579,2354,0,0,0,0,0,0,1634.525,756.5509,3.542464,0.640494,0.000824,1.1e-05,176.2941,1.332835,1.228107,1.23373,11592571000.0,26.72879,0.979076,1.015997,0.580041,0.494732,0.540813,0.128014,1.34535,0.0,442346,0.275818,0.0,1.0,3360.904,-0.697823,2914.4478,0.043022,1141.8978,1.745702,43.586643,37.376812,3.925991,0.382083,-2.41422,-1.774461,24.075298,-1.682732,,,184.43404,258.6981,-0.381069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,157,147,13,13,5,9010,0,0,1723m072,,EXP,1723m076
9906618891113200,-6.788083903553761,67.05398877999819,-28.175799408463572,63.9489972540004,-34.81445782993553,201.7152111765798,58407.31514999074,57383.24641118668,0,291822,361.94388,341.55887,326.4215,1024.7571,1276.1643,0.0,0.0,0.0,0.0,0.0,116316560000.0,25.233543,36.905914,4.349648,-4.496974,56.755753,8646.191,48.773037,18.995054,18.58226,20.903864,,18.114975,12.657938,18.27955,0.053023,0.943448,1.452393,2.010951,1.196894,1.766891,2.357442,21.568104,41.317993,8.842477,0.426119,0.116619,0.000218,5e-06,2.634068,33.20306,4.310738,-4.472226,56.688995,8642.35,45.97222,3.028965,2.276345,32.06147,20.51078,6.445946,56.0495,1.778849,0.885064,0.885027,0.884855,0.075754,0.076133,0.075079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097.1746,502.65924,151.96935,0.468416,2287156,19.16547,18.697054,20.91362,,18.116253,12.658421,18.343761,0.854739,0.899668,0.991054,0.994497,0.998824,0.999556,0.942575,353.54395,335.82156,318.5339,93112450,4848,0,0,0,0,0,0,3239.5554,862.5024,4.617593,0.883772,0.001075,1.3e-05,301.68716,1.593678,1.352447,1.141084,70925710000.0,81.7942,2.745307,1.682111,1.824473,0.70058,0.555407,0.093431,1.192452,0.0,438975,0.353292,1161.0527,3.551544,28119.297,-0.209408,32760.674,0.23907,167.06343,12.3664,138.63777,98.73363,2.813955,-1.527242,0.837664,18.825953,74.61206,,,5.457832,97.72916,67.36947,-2.569859,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,4096,4,4,191,193,13,13,7,9010,0,0,0669m067,,SER,0668m061
9906618983650770,-6.497190855927399,62.0760004338695,-26.93785217159391,58.538772414394664,-38.991502575072886,198.38430271147288,58435.26377598074,57383.18831793667,0,293234,5.118242,5.572221,3.728662,342.4433,1837.9453,899.2724,945.6876,941.2851,947.9408,0.0,20482980000.0,0.558265,0.780724,0.921058,-2.816555,-44.210583,66.12335,1.011654,23.132898,22.768757,22.589283,,,17.949112,22.48742,0.084656,0.285117,0.432715,0.604006,0.285117,0.432715,0.604006,0.434517,2201.9697,844.2793,3.076672,0.659253,0.000901,1.1e-05,194.76881,0.659455,0.907938,-2.791848,-44.127583,66.076454,0.920502,0.0,0.0,1.150639,0.298984,0.492149,11.128755,0.0,0.984728,0.923837,0.990027,0.012992,0.016859,0.010195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.7279,687.5261,140.31648,0.452948,2255403,23.404984,22.952036,22.60486,,,17.949883,22.589937,0.778334,0.844672,0.985756,0.991228,0.998123,0.999291,0.909898,5.071794,5.108474,3.72741,93046491,5586,0,0,0,0,0,0,3172.1392,1252.5385,3.791471,0.706796,0.000906,1.1e-05,299.45676,1.295778,1.312652,1.040425,20591073000.0,44.454685,1.016856,0.893739,0.775069,0.825179,0.615527,0.163314,0.932604,0.0,437936,0.362099,0.0,1.0,0.0,0.0,0.0,0.0,1431.326,0.290954,20.389776,19.16145,1.592563,-2.266824,-1.32477,0.220814,12.846489,,,,33.184803,175.22263,-0.014923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,163,157,12,12,7,9010,0,0,0619m065,,REX,0622m061
9906619099977221,-6.131655170767305,148.309368353533,-17.804448993688286,152.69628298562552,35.58464012065251,243.87411665926248,58436.33404062075,57815.09765887074,0,295009,9.889458,7.884545,4.627597,282.4239,3425.4575,618.2239,686.63403,695.9324,692.7559,0.0,11724215000.0,0.760523,1.368378,0.668031,0.647103,-11.345493,-16.883951,1.853023,22.79722,22.159485,22.93801,22.972567,,,21.830297,0.061015,0.353059,0.673818,0.962721,0.353688,0.677504,0.974916,0.634851,623.58405,201.81851,2.911984,0.631118,0.000834,1.1e-05,47.96617,1.211623,0.661159,0.643006,-11.330138,-16.87532,1.731113,0.011622,0.020111,22.261333,14.918936,1.690733,30.428608,0.023543,0.987418,0.992567,0.99464,0.018507,0.010111,0.006698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.7407,206.45193,46.85066,0.701738,2522701,22.99332,22.291582,22.949236,22.979462,,,21.904186,0.834756,0.885444,0.989713,0.99367,0.998647,0.999489,0.93421,9.884447,7.89179,4.62746,111223705,5637,0,0,0,0,0,0,1121.1735,353.17868,4.125751,0.744258,0.000776,1e-05,105.2345,1.610998,1.456782,0.974354,10990249000.0,75.14801,0.931741,0.833786,0.469344,0.704579,0.775398,0.12957,1.035977,0.0,435110,0.387396,0.0,1.0,0.0,0.0,0.0,0.0,979.05444,0.433233,15.853283,17.21266,1.128237,0.510823,-0.327154,-0.055089,11.989273,-0.030226,,,26.917532,326.42828,-1.04505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,167,161,12,12,2,9010,0,0,1481m062,,REX,1488m061
9906619240677524,-6.081260552496619,327.3702421325131,6.665967736567392,327.47246050467857,-41.96800478795576,50.43199862468599,58375.04729639073,57887.426021720734,0,297156,11.341698,13.264774,14.467109,3429.4834,682.76227,1465.2042,1699.4645,1717.7778,1742.2163,1745.2283,18082060000.0,1.900942,3.28098,2.05001,0.593277,-35.340637,-781.8565,3.711968,21.802578,21.209991,21.72061,23.066856,,,21.075989,0.033351,0.693496,1.236155,1.440126,0.693496,1.236155,1.440126,1.722235,337.89838,51.257484,2.947739,0.593581,0.000629,9e-06,20.468956,3.069879,2.038456,0.591221,-35.314484,-781.638,3.576423,0.0,0.0,0.606549,1.154961,0.275227,0.271928,0.0,0.989072,0.988242,0.983326,0.013848,0.035551,0.019635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.2329,73.456,28.494678,0.627571,3044680,21.90977,21.282198,21.726746,23.070625,,,21.116379,0.90599,0.935659,0.994364,0.996535,0.99926,0.999721,0.963484,11.340281,13.262615,14.462036,77649019,148,0,0,0,0,0,0,841.98645,104.22148,3.943411,0.675502,0.000658,9e-06,41.287132,1.506452,1.746947,1.801759,13149969000.0,37.687737,0.978901,0.899123,0.701577,0.606613,0.537372,0.134872,1.06421,0.0,435619,0.165819,0.0,1.0,417.1461,-0.167403,545.1966,0.283674,716.7251,0.920781,31.658142,21.97859,3.499822,0.455502,-0.885392,-2.289844,16.180677,-1.34388,,,326.7476,65.12477,-0.610367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,190,175,11,11,2,9010,0,0,3274m060,,EXP,3281m061
9906619307268738,-5.6543835129453734,222.66522336957345,10.245724346805716,221.9605213317008,46.35018851343775,348.7076070438657,58548.31179943074,57187.07769003259,0,298172,14.087439,13.883723,14.729201,255.4439,3113.1655,2070.437,2685.704,2662.731,2705.6948,0.0,19685276000.0,1.244795,1.989814,2.304475,-1.362673,12.511798,-701.02875,2.731536,22.262255,21.752968,21.59357,,19.7567,,21.408983,0.073066,0.330573,0.567075,0.830074,0.330573,0.567075,0.830074,1.002684,1243.1915,393.499,2.743773,0.563915,0.00132,1.8e-05,43.66965,1.720035,2.276115,-1.35235,12.491522,-700.59955,2.517757,0.005116,0.005648,0.670057,1.2103,2.179824,0.870606,0.008359,0.998019,0.997712,0.996137,0.013254,0.030058,0.015221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.6594,753.81757,80.65013,0.585934,2834925,22.49709,21.911156,21.607014,,19.758461,,21.497465,0.805502,0.86442,0.987694,0.992424,0.998379,0.999388,0.921737,14.086105,13.882159,14.726257,184426143,6786,0,0,0,0,0,0,3767.9653,1246.695,3.781482,0.659186,0.001443,1.9e-05,142.86214,1.473516,1.427229,1.413582,19854800000.0,84.72756,1.108044,1.153059,0.860896,0.600156,0.670167,0.083521,0.997779,0.0,432249,0.413691,0.0,1.0,0.0,0.0,0.0,0.0,1963.376,0.859735,35.353573,34.120014,3.770235,-1.015537,0.453818,-2.99895,16.6381,,,,25.0002,297.15363,-0.109549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,171,163,23,23,4,9010,0,0,2225m057,,REX,2232m061
9906619447385977,-5.157382581842141,39.35740423751737,-19.49384838878849,35.22414777283426,-56.53885224365688,176.6307552045869,58410.29241916074,56569.260364892594,0,300310,13.256835,11.691634,10.87673,110.50045,3071.9434,1318.0045,1648.2726,1657.1385,1669.3274,1669.3588,13344449000.0,0.773503,1.112042,0.990887,1.718756,-9.632534,758.0042,1.335804,22.778845,22.384697,22.50994,21.911964,,15.300821,22.185644,0.026471,0.263959,0.389317,0.478659,0.263959,0.389317,0.478659,0.715205,992.108,912.20996,3.290823,0.697882,0.001438,2e-05,90.29612,1.054866,0.986452,1.714027,-9.626876,757.83606,1.29694,0.014742,0.011854,1.849525,1.603653,6.219763,1.466821,0.010856,0.999858,0.923126,0.899785,0.005796,0.006755,0.006166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.3127,1475.967,151.1509,0.421917,2133498,22.863924,22.442007,22.51481,21.914955,,15.301062,22.217701,0.924631,0.948584,0.995524,0.997249,0.999413,0.999778,0.970906,13.256319,11.520256,10.873058,150732005,8057,0,0,0,0,0,0,2342.1848,2418.126,4.535817,0.824348,0.001587,2.1e-05,277.79422,1.610375,1.415692,1.253066,15740159000.0,50.97425,1.111473,0.98026,0.475483,0.526104,0.66323,0.063683,0.973057,0.0,428656,0.224306,0.0,1.0,1292.4576,0.095449,1429.6307,-0.193135,1486.5157,0.930272,22.527332,31.859917,1.789486,1.431888,-0.3651,3.36621,12.324079,0.599855,,,11.16049,219.62244,-0.29711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,193,182,23,23,9,9010,0,0,0392m052,,EXP,0394m046
9906619542474257,-4.959129938295672,42.981192278269695,-20.45579432433068,38.93211412539323,-53.73997433276476,180.6372305184234,58412.18497746073,56592.192459392594,0,301761,14.929811,11.885651,10.945619,1980.6974,2361.0715,982.38586,1508.8505,1483.7253,1521.9471,1525.8867,11189814000.0,0.97501,1.274202,-0.012431,1.391402,-28.381254,-940.21954,1.232134,22.527477,22.236904,,22.141369,,,22.273355,0.041538,0.283085,0.385102,0.38623,0.283085,0.385102,0.38623,0.862201,820.0694,605.4799,2.622205,0.539667,0.000919,1.3e-05,59.438915,1.172915,-0.012344,1.3854,-28.355099,-939.8923,1.176352,0.0,0.0,12.452192,0.585217,1.917214,0.816306,0.0,0.989792,0.993358,0.992029,0.015907,0.013334,0.011006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.3016,1247.7649,126.20415,0.334145,2310650,22.660978,22.326834,,22.146063,,,22.323658,0.884299,0.92051,0.992985,0.995686,0.999078,0.999652,0.954727,14.921569,11.880946,10.939129,150889292,3601,0,0,0,0,0,0,2249.5498,2320.2783,3.458136,0.637645,0.001046,1.4e-05,276.44873,1.583373,1.18951,1.020543,13599588000.0,77.749466,0.913512,1.009178,0.898418,1.146588,0.627518,0.1457,1.119758,0.0,426618,0.003176,0.0,1.0,728.13635,0.088017,969.5056,-0.128214,898.26324,1.000022,24.690722,28.861343,-0.019989,1.017743,-0.859733,-3.338747,9.069276,,,,189.16005,224.99475,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,149,143,15,15,6,9010,0,0,0429m050,,EXP,0425m046
9906619550863482,-4.960275296008727,75.17006644699696,-27.543196752429655,73.28648108783236,-26.835858256922233,204.28590826757463,58423.36496689074,57674.28157193666,0,301889,643.9678,647.26544,645.2073,615.38696,2345.2585,0.0,0.0,0.0,0.0,0.0,55250784.0,3.923487,7.626951,22.446905,12.464975,109.51409,868.16785,13.147538,21.01582,20.294123,19.122108,19.76077,17.401325,15.153491,19.702888,0.063423,0.031096,0.064268,0.117135,0.160385,0.38524,0.740455,3.251887,11.905022,3.154861,0.345993,0.11049,0.000253,6e-06,0.685085,6.720885,22.20693,12.382966,109.36003,867.7065,12.24961,22.531137,26.957296,23.841702,25.95768,1.984726,316.84683,28.670942,0.995748,0.995709,0.995694,0.027955,0.027831,0.028429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.7798,308.24875,73.98476,0.788227,2236279,21.219662,20.431435,19.13378,19.767939,17.402853,15.154068,19.779694,0.828826,0.881202,0.989309,0.993421,0.998593,0.999469,0.931704,643.2559,646.55273,644.5132,93492103,4218,0,0,0,0,0,0,2068.7546,519.5276,4.857773,0.917523,0.001068,1.3e-05,138.26665,1.333261,1.369452,1.197848,125101840.0,82.76487,1.205111,1.194667,2.393642,0.750281,0.66463,0.096359,1.178182,0.0,426710,0.651741,0.0,1.0,825.0324,0.209595,363.2409,0.073365,4.657729,10.6896,11.220197,11.937588,13.062381,4.116099,1.739908,2.119465,10.138983,-0.634159,2.365086,2.248785,58.68036,223.13509,0.645914,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,4096,3,3,199,202,14,14,4,9010,0,0,0750m050,,EXP,0744m046
9906619568887095,-5.110489216898648,144.1392323259822,-18.28988152369401,148.23029475324066,32.97040260666988,239.78134587776032,58171.23483322074,57444.21095766667,0,302164,10.122579,7.779741,8.14792,237.08316,281.187,858.59937,1098.0175,1092.8951,1103.9807,0.0,12706515000.0,1.091998,1.497667,0.759365,1.413519,88.23555,-588.94244,1.810819,22.404446,22.061462,22.798874,22.124245,17.635891,,21.855312,0.044884,0.411128,0.58885,0.740614,0.411128,0.58885,0.740614,0.956134,647.4192,210.88751,3.053026,0.690779,0.000837,1.2e-05,38.08031,1.369449,0.753611,1.406932,88.14768,-588.72095,1.722397,0.004665,0.002122,13.176194,3.363344,0.425897,1.006074,0.010667,0.998225,0.998555,0.997773,0.013492,0.008658,0.013706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.40485,323.8277,55.23168,0.390066,2509853,22.548702,22.158636,22.807133,22.129318,17.636972,,21.909666,0.875583,0.914388,0.992422,0.99534,0.999004,0.999624,0.95117,10.12138,7.77942,8.147071,111304956,5431,0,0,0,0,0,0,1524.0782,637.2028,4.288286,0.783317,0.000777,1e-05,120.047,1.42919,1.107994,1.072176,12573072000.0,32.875637,0.979712,0.913888,0.640276,0.637107,0.779657,0.104823,0.966608,0.0,428954,0.24897,0.0,1.0,0.0,0.0,0.0,0.0,1210.6417,0.639991,24.328299,19.887087,1.316777,1.169345,2.550855,-2.000877,10.628781,0.677814,4.492346,,22.950203,27.005274,-0.897467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,181,181,12,13,3,9010,0,0,1440m050,,REX,1443m046
9906619639203606,-4.7150492433549225,52.96347762396926,-23.07084992291021,49.27195714792811,-45.71775990565053,189.78672806781097,58436.24716246074,57354.16484245667,260805,303237,258.31903,290.41296,255.60423,2604.7942,2279.7056,0.0,0.0,0.0,0.0,0.0,24789832000000.0,901.84705,1385.8882,1195.5497,726.43555,2731.8052,3858.7478,1936.237,15.112167,14.645679,14.806081,15.347008,13.908875,13.533884,14.282603,0.041919,15.972755,25.5602,37.050217,15.976023,25.567062,37.062263,796.6035,11.675919,6.094317,0.225231,0.095179,0.000296,6e-06,1.337952,1274.7546,1187.0865,723.2732,2729.2646,3857.3923,1847.7921,0.000652,0.000909,0.007581,0.010359,0.032897,0.218023,0.001093,0.996361,0.921024,0.999991,0.004315,0.002345,0.002927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484.0803,519.94556,94.05995,0.510462,2247881,15.246895,14.736433,14.813794,15.351744,13.909885,13.534266,14.333367,0.883302,0.919811,0.992921,0.995647,0.99907,0.999649,0.954321,256.55283,222.23737,255.59961,94541523,1814,0,0,0,0,0,0,2526.6743,807.2882,3.497779,0.664585,0.000796,1e-05,204.67644,1.351047,1.621253,1.020961,7861828000000.0,23.05764,12.61563,7.204544,44.046005,6.214152,1.13912,0.130168,8.839302,0.0,425622,0.403066,3164101.2,0.86217,58848544.0,-0.339905,61421768.0,0.345581,345707.9,8.828762,2721.9976,3146.9448,563.37396,223.13763,46.9379,9.426979,2137.3384,-0.53795,1.441858,0.37562,247.80154,217.6797,-0.480427,0,0,0,0,0,0,1,528,0,0,0,0,0,0,0,0,4096,4,5,147,147,11,11,4,9010,0,0,0530m047,L3,SER,0531m046
9906619685012556,-4.77046249598532,228.16699720749003,12.653378638373727,227.0628777403624,43.302316403447506,355.25170281743584,58548.34370406074,57187.09990289259,0,303936,5.816514,4.911623,7.326455,3060.007,1518.2517,3509.6465,3750.4412,3788.9043,3794.3008,3798.1558,65367814000.0,1.301943,2.013484,0.910431,0.208387,-23.983969,-454.61072,2.669834,22.21352,21.74013,22.601883,24.202822,,,21.43379,0.087834,0.585013,0.984865,1.410685,0.585013,0.984865,1.410685,1.00386,1942.6663,494.1009,3.000291,0.634299,0.001311,2.5e-05,73.04074,1.689991,0.896979,0.206491,-23.937254,-454.27618,2.420681,0.001406,0.001781,9.285857,21.574842,3.073936,2.031398,0.013232,0.999901,0.999909,0.999674,0.008082,0.007033,0.07686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.8295,492.8674,69.590935,0.565529,2834960,22.495817,21.930288,22.618044,24.212748,,,21.540155,0.771048,0.839337,0.985225,0.9909,0.998052,0.999264,0.906679,5.816278,4.911447,7.325338,184380160,1100,0,0,0,0,0,0,3593.6323,987.692,4.004331,0.709002,0.001317,2.5e-05,122.63186,1.257752,1.10821,1.422226,81148000000.0,69.69344,1.142041,0.999014,0.833914,0.747543,0.379783,0.081897,0.971229,0.0,425097,0.390133,0.0,1.0,556.3867,0.17279,662.51654,0.252175,3389.3025,0.507203,44.24583,37.565765,1.553689,0.164455,-0.866798,-2.261214,20.688082,-1.594704,,,291.24356,145.07794,-1.077888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,183,179,22,31,4,9010,0,0,2282m047,,EXP,2278m046
