objectId,ra,dec,redshift,name,idx,best_cat,best_cat_release,query_time,smallcone_posterior,missedcat_posterior,extra_cat_cols,host_objID,host_name,host_total_posterior,host_ra,host_dec,host_redshift_mean,host_redshift_std,host_redshift_info,host_redshift_posterior,host_absmag_mean,host_absmag_std,host_absmag_info,host_absmag_posterior,host_offset_mean,host_offset_std,host_offset_info,host_offset_posterior,host_frac_offset_mean,host_frac_offset_std,any_posterior,none_posterior,host_2_objID,host_2_name,host_2_total_posterior,host_2_ra,host_2_dec,host_2_redshift_mean,host_2_redshift_std,host_2_redshift_info,host_2_redshift_posterior,host_2_absmag_mean,host_2_absmag_std,host_2_absmag_info,host_2_absmag_posterior,host_2_offset_mean,host_2_offset_std,host_2_offset_info,host_2_offset_posterior,host_2_frac_offset_mean,host_2_frac_offset_std
ZTF24abnvicc,57.61407072857143,18.811868249999996,nan,Transient_0,0,panstarrs,dr2,2.2603070735931396,1.9408850223314504e-13,1.9408850223314504e-13,{},130590576114313178,nan,0.9999999999994177,57.61148450339476,18.82719536365709,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,55.871744837126876,0.1017185099596059,nan,0.9999999999994177,4.6017662149158856,0.27332007130234565,0.9999999999994177,5.822655066994351e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25abxcdgx,169.09278786,75.95740972000002,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25abqicqz,248.2475686692308,36.22834608461538,nan,Transient_0,0,decals,dr9,1.8535690307617188,0.0,0.0018980392980766634,{},9907733797670004,nan,0.9980885913052768,248.2473963974324,36.22745353624286,0.231347,0.1156735,PHOT,286956.38911882835,-18.807194281485398,1.075209,r,50.367920607062715,3.2548160820380545,0.09521229717443265,nan,15857.272336762067,2.0276755758829217,0.09041903435276598,0.9980885913052768,0.0019114086947231645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aapwxhm,251.36158280487803,65.59108739999999,0.044,Transient_0,0,decals,dr9,1.8562641143798828,0.0,0.02119581177483246,{},9907740709488115,nan,0.9788041881663486,251.36118223321589,65.59147316113987,0.125205,0.0626025,PHOT,1558644.6320293443,-17.60981145160539,1.061478,r,16.56506392686436,1.5156519650757645,0.0954214388508942,nan,4841.086507925887,2.291989263680644,0.14895403445724795,0.9788041881663486,0.021195811833651344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24abvnhrd,134.94829136363634,-15.633076799999998,nan,Transient_0,0,panstarrs,dr2,2.7437567710876465,1.5064502857871023e-13,1.5064502857871023e-13,{},89231349476417618,nan,0.9999999999994478,134.94765464929645,-15.635592738071724,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,9.32365959260935,0.09777803410493424,nan,0.9999999999994478,4.447514964926667,0.301313247990101,0.9999999999995481,4.5193508573613073e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24aahhwwq,190.21111380769233,-3.460642692307692,0.069788,Transient_0,0,glade,latest,0.007009744644165039,0.0,0.17794660149566116,{},2385990.0,116781,0.8220533985042772,190.211411,-3.460312,0.0692033622964252,0.0207610086889275,PHOT,15048.717867071564,-20.050000285001573,0.8710000000000001,B,0.20671636836698504,1.6015014636556693,0.09942017852255669,nan,62.48576573251208,0.4678508223964471,0.14375674768470914,0.8220533985042772,0.17794660149572278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF23abrralq,297.07459070000004,48.55227465,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aatruwp,325.3328609307692,-18.07790826153846,0.1,Transient_0,0,panstarrs,dr2,2.6430599689483643,1.4105983171682194e-13,1.4105983171682194e-13,{},86303253354528149,nan,0.999999999999569,325.3354848290727,-18.076863630679902,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,9.734446815155476,0.09680916697674775,nan,0.999999999999569,4.299686925422135,0.23316746571158745,0.9999999999995768,4.231794951504658e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aadvjal,151.70235609999995,39.53043906111111,0.065,Transient_0,0,decals,dr9,1.893378734588623,0.0,0.0028558024894171806,{},9907734748268031,nan,0.9971441974979762,151.70240105839673,39.53050630081096,0.365679,0.165866,PHOT,23701.301944169034,-19.42197709772522,1.1016679999999999,r,10.466736611221776,0.287629413449873,0.09395200406717642,nan,7569.271810060445,0.287903064237266,0.09519676798952367,0.9971441974979762,0.0028558025020237188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24aaxpgwg,248.21650444,29.50861939333333,nan,Transient_0,0,decals,dr9,2.127640724182129,0.0,8.798233493433184e-05,{},9906632143608087,nan,0.9995822223728696,248.21652868779077,29.5086027662342,0.28021,0.140105,PHOT,38331.01362318473,-18.74780383414201,1.10185985,r,4.0552812389859625,0.1456758819388629,0.07448382071180315,nan,9814.308588035065,0.3217428501826149,0.18288455499618525,0.9998957033711624,0.00010429662883755434,9906632143667284,nan,0.0,248.2170455732095,29.508491581063563,0.604693,0.081639,PHOT,12865.163269687706,-20.651965878378604,1.10537815,r,71.4795614294643,1.757639561114056,0.08811244072622194,nan,0.0,5.063607582944502,0.3619487311791789
ZTF24abluyzf,276.97734054,16.75734456,nan,Transient_0,0,panstarrs,dr2,4.908223867416382,1.584203379124071e-14,1.584203379124071e-14,{},128102769783508341,nan,0.8705355310565545,276.97834335506786,16.75657450272077,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,4.435151175375429,0.0973403445721895,nan,0.8705355310565545,2.379587979375973,0.13142176746764664,0.9999999999999525,4.7526101373722136e-14,128092770007178999,nan,0.0,277.0007351789951,16.748745554704733,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,86.38563533484312,0.09524047476066486,nan,0.0,41.10846575006393,2.5235273244897156
ZTF25abzcwci,79.76751686428572,0.7694975857142855,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25ackwrun,113.91295376666666,39.06990693333333,nan,Transient_0,0,decals,dr9,1.9665238857269287,0.0,0.0006482381802704099,{},9907734593994901,nan,0.9992142006948256,113.91313368665644,39.06978459054658,0.24619,0.123095,PHOT,303728.92284575675,-18.210320378855076,1.1126978,r,22.32448073384413,0.6757310614792916,0.08792218791568712,nan,19910.813998597987,1.4564187281074654,0.2012178397233717,0.9992142006948256,0.0007857993051744471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF23abjfikg,338.0658318583333,0.4467306416666666,0.095,Transient_0,0,decals,dr9,4.776637315750122,0.0,0.0035760663698639642,{},9906621694610236,nan,0.5246149337143317,338.0668413862262,0.4482920507892458,0.342776,0.171388,PHOT,47297.66875351961,-20.0692875376178,1.06109295,r,26.102399235772893,6.694280018661988,0.1012361307213013,nan,996.3301252030403,1.9143553742210007,0.08782750223216952,0.9964239336235401,0.003576066376459876,9906621694610172,nan,0.3080945247880662,338.06550372731994,0.4469074002603603,0.187117,0.0935585,PHOT,182071.34325277936,-17.812674727242207,1.0991271,r,3.298447894699671,1.34421856704348,0.10240140481932514,nan,1152.114437177389,1.7678534847810288,0.14135002039308736
ZTF23aboiawb,144.7045299,30.023011759999996,nan,Transient_0,0,decals,dr9,1.8093669414520264,0.0,2.892702293687609e-05,{},9906632284178418,nan,0.9999686589467929,144.70421935798262,30.0229314604751,0.465528,0.218607,PHOT,53545.49792180645,-19.811653080922408,1.11319425,r,16.427854746644364,1.0179118816149941,0.08864764699629037,nan,3406.466576424734,1.078924236387769,0.12689492942281275,0.9999686589467929,3.134105320712794e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF23abmhdzg,264.2763798,31.250554375,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25abpxpkq,351.71028648000004,21.86317745,nan,Transient_0,0,decals,dr9,1.8037729263305664,0.0,7.386664018412429e-05,{},9906629529633469,nan,0.9173920251367904,351.71034943421915,21.863300545195163,0.409488,0.120702,PHOT,39051.32389571589,-19.508549106587807,1.11180275,r,11.118056028044723,0.5004243568266882,0.09823101616035433,nan,4360.365768993654,0.9502781691784346,0.19505124541029098,0.9999261322467173,7.386775328267966e-05,9906629529633471,nan,0.08214578931424303,351.7103713284756,21.865317379064788,0.610973,0.3054865,PHOT,32907.57670886519,-20.216525291444356,1.12851255,r,40.37983831634571,7.709736966053816,0.10059294749725353,nan,266.28640145836107,3.3607468862176084,0.17848652646023605
ZTF24absappa,24.481437219999997,50.873663539999995,nan,Transient_0,0,panstarrs,dr2,3.8066928386688232,1.1732634786519763e-14,1.1732634786519763e-14,{},169050244832690297,nan,0.9999999999999647,24.48309782211316,50.87464880318587,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,5.17932521170396,0.08369702532793295,nan,0.9999999999999647,1.9878327645484029,0.13653577757113333,0.9999999999999648,3.5197904359559294e-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25acfbplr,21.808300349999996,-22.0935458,nan,Transient_0,0,decals,dr9,2.51249098777771,0.0,3.6583881764926136e-05,{},9906613314847376,nan,0.9999625888384913,21.80832541056705,-22.093542267929145,0.922757,0.4613785,PHOT,31919.188343252572,-19.77694247073225,1.2053815,r,64.1756681078038,0.14050878513055273,0.07009323958686843,nan,41579.41227144825,0.5635049154084302,0.28142972101532404,0.9999625888384913,3.741116150863122e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF23abdsfms,97.01130839,80.06911238,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24aagqkya,144.18126304,8.370068120000001,nan,Transient_0,0,decals,dr9,1.8222010135650635,0.0,0.0002667302191062451,{},9906624560955966,nan,0.9995440068404854,144.18152037430028,8.369666883987092,0.229765,0.1148825,PHOT,87554.19949953312,-19.047938824363232,1.0623305,r,17.824978584891,1.714219327005896,0.10044468404471245,nan,13367.589480433842,1.043430596956582,0.06708327441856764,0.9995440068404854,0.0004559931595146059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25acgngdl,325.36358513333334,-4.3394683,0.06,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF23abgcnmt,2.0897606428571427,72.98120752857143,nan,Transient_0,0,panstarrs,dr2,5.586261034011841,1.8914117143938586e-14,1.8914117143938586e-14,{},195570020876659724,nan,0.9422328836139361,2.087841445310285,72.98247213328773,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,4.98159201514455,0.09044246051839909,nan,0.9422328836139361,2.4639744786152193,0.16196627804746472,0.9999999999999433,5.6742351431815757e-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24abtoxri,351.6053481166667,-12.475847716666664,nan,Transient_0,0,decals,dr9,2.042635202407837,0.0,2.1081729609848856e-06,{},9906616823251791,nan,0.9999976371658009,351.605355044847,-12.475798103898915,0.276484,0.138242,PHOT,46838.02547533162,-18.52137600632054,1.11151495,r,4.658488116002079,0.2099304333867791,0.08662939528537815,nan,10556.681671402068,0.32265310615594317,0.13265421347092937,0.9999976371658009,2.3628341990375453e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25acgtdgz,207.43759225833332,8.1567125,nan,Transient_0,0,decals,dr9,1.829495906829834,0.0,5.531314032693368e-06,{},9906624577342853,nan,0.9999936448450052,207.43729195462709,8.156473754246093,0.533037,0.2665185,PHOT,61355.48210135189,-20.010347182335444,1.1208943500000002,r,31.990736801430366,1.3753531496575184,0.10113884939855569,nan,3612.850211576585,1.4015001008263714,0.12781442894458936,0.9999936448450052,6.3551549948092135e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24aasngtn,53.92751224642857,50.429292228571434,nan,Transient_0,0,panstarrs,dr2,3.6552350521087646,2.1878266062993112e-14,2.1878266062993112e-14,{},168500539243608806,nan,0.4893901955399238,53.924412783106526,50.423420717560674,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,22.297480812797453,0.09637553360017599,nan,0.4893901955399238,3.2204468289796067,0.2049262566873008,0.9999999999999344,6.563479818897933e-14,168510539277813701,nan,0.47954471289900225,53.92778384898117,50.42751814879556,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,6.413440079978205,0.0990735427345579,nan,0.47954471289900225,3.2337714862699523,0.17072496626574618
ZTF24aalbagt,122.7558357,35.968261925,nan,Transient_0,0,panstarrs,dr2,3.8082759380340576,9.741891357460451e-14,9.741891357460451e-14,{},151161227680133645,nan,0.999999999999688,122.7680433983027,35.969164537269805,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,35.71027439767369,0.08238998334931566,nan,0.999999999999688,3.973372708326502,0.2287262981260389,0.9999999999997078,2.922567407238135e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aajfhfr,140.79704722000002,-26.849673259999996,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aazwgub,52.0838564,24.996903975,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24abtsprb,135.58334380909093,26.91613723636364,0.099,Transient_0,0,decals,dr9,1.8913421630859375,0.0,0.012289184676428457,{},9906631285016312,nan,0.9877108152738758,135.58301888794497,26.915975043107203,0.369436,0.184718,PHOT,160156.77796398423,-19.80933879818663,1.0836012000000002,r,55.79733741452029,1.1978396168987264,0.08839799709936852,nan,3674.597417073137,1.942542686938809,0.18801716809878213,0.9877108152738758,0.012289184726124135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24aaknnfb,133.44814384,3.51241178,nan,Transient_0,0,panstarrs,dr2,2.528323173522949,1.4590217450434882e-15,1.4590217450434882e-15,{},112211334485385063,nan,0.9999999999999957,133.4484392073455,3.5122145533416465,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,1.2807613523201344,0.09964578308540806,nan,0.9999999999999957,0.3398236302471402,0.03334217414724877,0.9999999999999957,4.377065235130464e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aaiokdh,142.84293429,5.28377763,0.076102,Transient_0,0,decals,dr9,2.9894020557403564,0.0,9.421848231563066e-06,{},9906623434919736,nan,0.9986656036289098,142.8473578494993,5.269379374457796,0.076242,0.0038121000000000006,SPEC,14560.22958503418,-23.19861474985479,0.7246188,r,0.9841146364616034,54.20672557342237,0.10038730339880482,nan,0.9847233809766702,2.79549889864139,0.036295998339565025,0.9999905781517249,9.421848275066909e-06,9906623434919628,nan,0.0013271171090339807,142.8431248683833,5.28321891499272,0.517494,0.240395,PHOT,34.73251703780777,-20.44539355409554,1.0952745000000002,r,0.07664054489373925,2.1281746934318657,0.10039870782317695,nan,8.471760190526137,0.9251749044569128,0.06325886907226176
ZTF25aancloh,234.3130845125,1.328528375,0.08,Transient_0,0,decals,dr9,1.8427839279174805,0.0,0.011949466522323218,{},9906621950526941,nan,0.9880505334269296,234.3130657096457,1.3284637977886151,0.506881,0.168555,PHOT,19840.952822241336,-20.325770874345142,1.098552,r,131.03837062023945,0.26470666801511494,0.09237599579262529,nan,19556.355805667772,0.7357192421072946,0.2598422588435656,0.9880505334269296,0.011949466573070418,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF23absjiof,190.51110325,10.02550475,nan,Transient_0,0,decals,dr9,1.853182315826416,0.0,4.708669929073863e-06,{},9906625225754978,nan,0.9999950704539906,190.5110046636962,10.025567798423353,0.410143,0.2050715,PHOT,34955.68815681778,-20.10155624715,1.0823576,r,12.821894176382127,0.4309308235427494,0.09778266531040107,nan,2235.3239876361467,0.9888959179634985,0.25558708519326195,0.9999950704539906,4.929546009341412e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aapuxrx,282.21249923333335,43.902505233333336,nan,Transient_0,0,panstarrs,dr2,4.580040216445923,1.415026521225368e-13,1.415026521225368e-13,{},160682822105277237,nan,0.5461914303929307,282.21049154824266,43.90546577520093,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,11.861783242636443,0.1002548234493766,nan,0.5461914303929307,4.778002146464761,0.24458892864226,0.9999999999995755,4.245079563676104e-13,160682822069494158,nan,0.42807505654608713,282.2069233205118,43.902903750421395,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,14.535932809424542,0.07160813247797443,nan,0.42807505654608713,4.94671391737227,0.271203953953068
ZTF24abbvhxw,262.99896703888885,5.667430500000001,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aaouelt,135.9342941,31.208369516666664,nan,Transient_0,0,panstarrs,dr2,2.3848841190338135,2.1190150569577677e-15,2.1190150569577677e-15,{},145451359340340250,nan,0.9999999999999937,135.93396622293193,31.20802928586252,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,1.5897540830690826,0.09480026075611876,nan,0.9999999999999937,0.5832414250012293,0.05305457116390063,0.9999999999999937,6.3570451708733025e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25abdcdwd,310.5112640814815,21.90597466296296,0.066,Transient_0,0,panstarrs,dr2,10.30838131904602,5.605662866745257e-15,5.605662866745257e-15,{},134283105146587448,nan,0.9370719831671883,310.5146739971814,21.905715324270226,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,11.427284255573872,0.08936921879909826,nan,0.9370719831671883,1.3981950578548958,0.09491310039112634,0.9999999999999832,1.681698860023577e-14,134233104794554149,nan,0.0,310.4794471351383,21.861319240439784,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,192.72053536140766,0.09719285070338034,nan,0.0,77.6319996510134,4.0973598326393175
ZTF25abxqedo,58.80021079000001,-19.35777483,nan,Transient_0,0,decals,dr9,2.535360813140869,0.0,0.0012305438930413524,{},9906614296383753,nan,0.9986547837405441,58.7999873790392,-19.35778979058528,0.96483,0.476288,PHOT,73714.36366816537,-20.525409392583594,1.173937,r,444.37838735450737,0.7665035656111393,0.09180999513349117,nan,27490.353305153913,1.847906588317284,0.24367011845482725,0.9986547837405441,0.0013452162594558823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24aadkgen,111.09465165,-2.032754325,nan,Transient_0,0,panstarrs,dr2,3.266414165496826,1.26397288459709e-15,1.26397288459709e-15,{},105561110946200883,nan,0.8988630634275172,111.09464487139658,-2.0329312048987394,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.6477648695273414,0.09842315531119929,nan,0.8988630634275172,0.31828026616877836,0.050051677863619276,0.9999999999999962,3.79191865379127e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF23abatvfd,304.0705072857143,-17.397820442857142,nan,Transient_0,0,panstarrs,dr2,2.9651939868927,8.933971202402045e-14,8.933971202402045e-14,{},87123040683941941,nan,0.999999999999732,304.0684078094947,-17.398680084750183,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,7.847707004058583,0.09422780617487152,nan,0.999999999999732,3.856469637636179,0.20647712141590957,0.999999999999732,2.6801913607206135e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24abqtafy,312.11489424999996,-26.87561281666667,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF23abavpyk,352.77571451428577,-27.015675757142855,0.1,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24aaerbdz,171.30554545,-13.6425709,nan,Transient_0,0,panstarrs,dr2,2.3745150566101074,9.627134869542535e-14,9.627134869542535e-14,{},91621713037547671,nan,0.9999999999997111,171.3037242496435,-13.64385958623612,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,7.8817772363595555,0.10024895527098254,nan,0.9999999999997111,3.929858227835569,0.21080379073973107,0.9999999999997111,2.888140460862761e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24abwsvtj,201.071146025,27.716996891666664,0.4227,Transient_0,0,decals,dr9,2.086503744125366,0.0,0.0077990256917036295,{},9906631552142492,nan,0.9922009742655231,201.0711173377356,27.71704573640822,0.664608,0.332304,PHOT,32213.193796142044,-19.69981740668789,1.16547165,r,17.145270037653944,0.22474735512177443,0.08758538896477211,nan,7206.888523405147,0.6245382337518974,0.24513490828232246,0.9922009742655231,0.00779902573447692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25aanigop,211.68667232,-25.606740100000003,nan,Transient_0,0,panstarrs,dr2,3.294595956802368,2.4284296768838346e-13,2.4284296768838346e-13,{},77272116845334775,nan,0.9999999999992715,211.68447579694947,-25.60465241342925,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,10.3606322476997,0.0931658031944943,nan,0.9999999999992715,4.805311404103205,0.2814458181344726,0.9999999999992715,7.285289030651504e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25abpwqyf,122.99769431304344,8.736444439130434,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25abztmum,136.60237060666668,42.87853792000001,nan,Transient_0,0,nan,nan,nan,nan,nan,{},nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF24aaibdjb,113.391461825,2.9866175750000004,nan,Transient_0,0,panstarrs,dr2,2.760929822921753,7.867969049970527e-15,7.867969049970527e-15,{},111581133908513424,nan,0.8671167875637518,113.3909154381581,2.9857791470131048,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,3.600982528877995,0.10175024855020738,nan,0.8671167875637518,1.7611334700427501,0.11749809217187099,0.9999999999999764,2.360390714991158e-14,111541134424990902,nan,0.0,113.44252296516017,2.9503684768256746,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,225.23588921705166,0.098677912513076,nan,0.0,100.57411518710707,6.107340040408791
ZTF24abqlxaf,76.94117523214285,16.100432942857143,0.04,Transient_0,0,panstarrs,dr2,3.922266721725464,9.466991533684208e-14,9.466991533684208e-14,{},127310769401954775,nan,0.5231164395070056,76.94021750367591,16.09525165072731,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,18.940807255705995,0.0979552228036506,nan,0.5231164395070056,4.526754974454722,0.22869725454211254,0.999999999999716,2.8400974601052626e-13,127310769393858991,nan,0.47515266611156004,76.9393585091397,16.09883098560237,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,8.526538322557796,0.09925741972775032,nan,0.47515266611156004,4.6315313219129335,0.32384058535872373
ZTF25abrfapi,269.5660939666667,35.61279053333334,nan,Transient_0,0,decals,dr9,1.7678890228271484,0.0,0.00011947404229379504,{},9907733572357788,nan,0.9998805259358261,269.56596134082633,35.61283710994952,0.805719,0.336371,PHOT,27660.003444061185,-20.30875602703521,1.16064185,r,74.47464305855455,0.43149714950195317,0.08295827466793587,nan,11847.974113113332,0.8901934306736109,0.17695160612610145,0.9998805259358261,0.00011947406417399938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZTF25acfqnpb,126.66887344,-12.909303573333336,nan,Transient_0,0,panstarrs,dr2,3.174575090408325,4.416670987753815e-14,4.416670987753815e-14,{},92511266687711854,nan,0.9999999999998674,126.66870514,-12.9070985,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,7.963180698489245,0.0970574410629615,nan,0.9999999999998674,3.1980353411361633,0.16687781370565083,0.9999999999998674,1.3250012963261443e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
